CLO_0031501	BFO_0000086	PATO_0000384	0.1655682331642483
PR_Q6W2J9-2	RO_0002160	NCBITaxon_9606	0.7501157676489346
158471	RO_0002160	NCBITaxon_9606	0.9415259133025894
PR_Q96NZ8	RO_0002160	NCBITaxon_9606	0.5539725448156418
PR_Q9H3H5-2	RO_0002160	NCBITaxon_9606	0.22384605182281658
PR_E2RYF7	RO_0002160	NCBITaxon_9606	0.7725718883173596
CHEBI_17043	has_parent_hydride	CHEBI_17097	0.5806732478474799
PR_Q9BQ51	has_gene_template	80380	0.7520190518342309
CHEBI_73487	has_functional_parent	CHEBI_16828	0.6115779778643797
PR_Q86XK3	RO_0002160	NCBITaxon_9606	0.8213790549068518
UBERON_0000004	RO_0002216	GO_0007608	0.4742138210914907
1020	RO_0002160	NCBITaxon_9606	0.15911086962753063
55898	RO_0002160	NCBITaxon_9606	0.5384399364649352
CLO_0014876	BFO_0000086	PATO_0000384	0.1992642253205975
VO_0010721	BFO_0000051	VO_0000930	0.188942388690301
PR_Q8NGA0	RO_0002160	NCBITaxon_9606	0.964467416099561
GO_1905634	RO_0002211	GO_0071168	0.8342266972183472
CHEBI_27410	RO_0000087	CHEBI_25212	0.6684858126351857
CHEBI_74682	RO_0000087	CHEBI_25212	0.510698472104734
GO_1905569	RO_0002212	GO_0031169	0.3399089355555911
Common_iliac_artery	BFO_0000082	EFO_0002805	0.5943739429076463
GO_0045938	RO_0002213	GO_0050802	0.8915049274912702
CLO_0032464	RO_0001000		0.8095548052828103
CLO_0034513	BFO_0000086	PATO_0000383	0.7008984913961546
UBERON_0014370	BFO_0000050	UBERON_0000411	0.579818983702047
PR_000047278	RO_0002160	NCBITaxon_9606	0.499736383167217
PR_Q8IX21-2	RO_0002160	NCBITaxon_9606	0.3876504626634443
PR_Q0VAA2	RO_0002160	NCBITaxon_9606	0.3815874306508624
PR_Q96B36-3	RO_0002160	NCBITaxon_9606	0.5783833150276436
PR_Q9C0H9	RO_0002160	NCBITaxon_9606	0.37055067529008867
CHEBI_15536	has_functional_parent	CHEBI_15346	0.41715182086089764
PR_Q06190	RO_0002160	NCBITaxon_9606	0.002922198020119171
CHEBI_77734	is_conjugate_base_of	CHEBI_77737	0.0014805050178718915
CHEBI_133632	has_functional_parent	CHEBI_82838	0.9924071494995772
CHEBI_142552	BFO_0000051	CHEBI_142548	0.42131276795677763
CLO_0010164	RO_0001000		0.8190187195408589
CHEBI_82967	is_conjugate_acid_of	CHEBI_79021	0.7684995037533071
CHEBI_27888	RO_0000087	CHEBI_23357	0.0190379918479745
PR_O00182	RO_0002160	NCBITaxon_9606	0.5199747457726124
CHEBI_18051	is_conjugate_acid_of	CHEBI_13086	0.042593091094107804
PR_P53355-3	RO_0002160	NCBITaxon_9606	0.18511819615313618
CLO_0017009	CLO_0000179	EFO_0002508	0.28423513721317706
PR_O94822-1	RO_0002160	NCBITaxon_9606	0.5953199052264291
UBERON_0000005	RO_0002215	GO_0007606	0.42169671710572365
PR_P09884	RO_0002160	NCBITaxon_9606	0.594112641770981
PR_Q8N6G5-2	RO_0002160	NCBITaxon_9606	0.5876944040368183
PR_Q7Z5Q1	has_gene_template	132864	0.7674182202015354
CLO_0012239	BFO_0000086	PATO_0000384	0.16579678851561774
GO_0038162	BFO_0000050	GO_0036018	0.45610604991598025
CHEBI_144983	BFO_0000051	CHEBI_144607	0.20911214245841292
PR_Q9H8G2-1	RO_0002160	NCBITaxon_9606	0.5966471745256111
PR_O00444-1	RO_0002160	NCBITaxon_9606	0.6130628752793438
PR_O60243-2	RO_0002160	NCBITaxon_9606	0.813830467629374
GO_0050685	RO_0002213	GO_0006397	0.43451200434092385
GO_0050686	RO_0002212	GO_0006397	0.2717434147604766
CLO_0002695	OBI_0000295	CLO_0000002	0.5974619881206079
CHEBI_48298	is_enantiomer_of	CHEBI_48297	0.1919028590347608
57325	RO_0002160	NCBITaxon_9606	0.7394011256412375
PR_P38432	has_gene_template	8161	0.0020598160038376445
CLO_0017622	BFO_0000086	PATO_0000384	0.49580038272554816
PR_P26358-2	RO_0002160	NCBITaxon_9606	0.35354709063487333
CHEBI_139323	has_functional_parent	CHEBI_2311	0.2623498986021964
CHEBI_140270	RO_0000087	CHEBI_76967	0.9019378296529079
PR_O43497-34	RO_0002160	NCBITaxon_9606	0.40630233697951545
UBERON_2000925	BFO_0000050	UBERON_2001013	0.799435667840939
383	RO_0002160	NCBITaxon_9606	0.30749638011268665
GO_0071581	RO_0002211	GO_0071578	0.2048413995404067
CHEBI_37319	is_tautomer_of	CHEBI_11641	0.8840181287546732
DOID_0110363	IDO_0000664	GENO_0000148	0.45858405098605626
CLO_0025701	RO_0001000		0.04251834704863988
PR_000048347	lacks_part	PR_000021937	0.9275069433417086
CLO_0024385	BFO_0000086	PATO_0000384	0.7920821609324068
PR_000048059	lacks_part	SO_0000418	0.4236275306627386
GO_1901582	RO_0002213	GO_0097394	0.6047337854720211
CHEBI_144902	has_functional_parent	CHEBI_144893	0.27796544808859047
CHEBI_66601	RO_0000087	CHEBI_25212	0.527850510018152
CLO_0017266	RO_0001000		0.8859989258140345
